Host,Provider,IP (External),IP (Internal),Open Ports,HTTP Status,HTTP Title,Risk Rating,Findings,Technologies,WAF,DNS Records
origin-sso.tesla.com,,199.66.9.79,,,0,,N/A,,,,A:199.66.9.79
origin-sspr.tesla.com,,199.66.11.36,,80,302 -> https://origin-sspr.tesla.com/,,N/A,,f5 bigip,,A:199.66.11.36
origin-stage-assets-pay.tesla.com,cdn-akamai,62.67.197.142,,,0,,N/A,,,,"A:62.67.197.142, CNAME:clsfins.tesla.com.akadns.net"
origin-static-assets-contactus-comm-preferences.tesla.com,cdn-akamai,62.67.197.146,,,0,,N/A,,,,"A:62.67.197.146, CNAME:clsmdcgenp.tesla.com.akadns.net"
origin-static-assets-pay.tesla.com,cdn-akamai,62.67.197.143,,,0,,N/A,,,,"A:62.67.197.143, CNAME:clsmdcfinp.tesla.com.akadns.net"
origin-static-assets-profile-settings.tesla.com,cdn-akamai,62.67.197.146,,,0,,N/A,,,,"A:62.67.197.146, CNAME:clsmdcgenp.tesla.com.akadns.net"
origin-static-assets-teslaaccount.tesla.com,cdn-akamai,62.67.197.146,,,0,,N/A,,,,"A:62.67.197.146, CNAME:clsmdcgenp.tesla.com.akadns.net"
origin-suppliers-stg.tesla.com,cdn-akamai,199.120.51.195,,,0,,N/A,,,,"A:199.120.51.195, CNAME:clswarps.tesla.com.akadns.net"
origin-suppliers.tesla.com,cdn-akamai,8.45.124.145,,,0,,N/A,,,,"A:8.45.124.145, CNAME:origin-suppliers.tesla.com.akadns.net"
origin-tcc-graph-stg.tesla.com,cdn-akamai,62.67.197.152,,,0,,N/A,,,,"A:62.67.197.152, CNAME:edgeservices.tesla.com.akadns.net"
origin-tcc-graph.tesla.com,cdn-akamai,199.120.51.203,,,0,,N/A,,,,"A:199.120.51.203, CNAME:clsmdcservicep.tesla.com.akadns.net"
origin-tcc-gw-stg.tesla.com,cdn-akamai,62.67.197.152,,,0,,N/A,,,,"A:62.67.197.152, CNAME:edgeservices.tesla.com.akadns.net"
origin-tcc-gw.tesla.com,cdn-akamai,199.120.51.203,,,0,,N/A,,,,"A:199.120.51.203, CNAME:clsmdcservicep.tesla.com.akadns.net"
origin-teslaservice-api-stg.tesla.com,cdn-akamai,62.67.197.145,,,0,,N/A,,,,"A:62.67.197.145, CNAME:clsgens.tesla.com.akadns.net"
origin-teslaservice-api.tesla.com,cdn-akamai,62.67.197.146,,,0,,N/A,,,,"A:62.67.197.146, CNAME:clsmdcgenp.tesla.com.akadns.net"
origin-uc-bpm-hook-for-twilio.tesla.com,cdn-akamai,199.120.51.196,,,0,,N/A,,,,"A:199.120.51.196, CNAME:clsmdcwarpp.tesla.com.akadns.net"
origin-uicrashtracer.tesla.com,,199.66.9.81,,,0,,N/A,,,,A:199.66.9.81
origin-vfx-mobile-burstapp-prod.tesla.com,cdn-akamai,62.67.197.131,,,0,,N/A,,,,"A:62.67.197.131, CNAME:origin-vfx-mobile-burstapp.tesla.com.akadns.net"
origin-vfx-mobile-burstapp-stage.tesla.com,cdn-akamai,199.120.51.134,,,0,,N/A,,,,"A:199.120.51.134, CNAME:edgevehs.tesla.com.akadns.net"
origin-vmanage-alerts.tesla.com,,209.133.79.108,,80,302 -> https://origin-vmanage-alerts.tesla.com/,,N/A,,f5 bigip,,A:209.133.79.108
origin-warehouse.tesla.com,,199.66.9.90,,,0,,N/A,,,,A:199.66.9.90
origin-warp-akamai.tesla.com,,199.66.9.77,,80,302 -> https://origin-warp-akamai.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.77
origin-warp-stg.tesla.com,cdn-akamai,199.120.51.195,,,0,,N/A,,,,"A:199.120.51.195, CNAME:clswarps.tesla.com.akadns.net"
origin-warp.tesla.com,cdn-akamai,199.120.51.196,,,0,,N/A,,,,"A:199.120.51.196, CNAME:clsmdcwarpp.tesla.com.akadns.net"
origin-warpcxml-stg.tesla.com,cdn-akamai,199.120.51.195,,,0,,N/A,,,,"A:199.120.51.195, CNAME:clswarps.tesla.com.akadns.net"
origin-workforce.tesla.com,cdn-akamai,199.120.51.196,,,0,,N/A,,,,"A:199.120.51.196, CNAME:clsmdcwarpp.tesla.com.akadns.net"
origin-workforceapi-stg.tesla.com,cdn-akamai,199.120.51.195,,,0,,N/A,,,,"A:199.120.51.195, CNAME:clswarps.tesla.com.akadns.net"
origin-workforceapi.tesla.com,cdn-akamai,199.120.51.196,,,0,,N/A,,,,"A:199.120.51.196, CNAME:clsmdcwarpp.tesla.com.akadns.net"
origin-www-auth.tesla.com,cdn-akamai,205.234.27.214,,,0,,N/A,,,,"A:205.234.27.214, CNAME:digitalsso.tesla.com.akadns.net"
origin-www.tesla.com,cdn-akamai,199.66.11.55,,,0,,N/A,,,,"A:199.66.11.55, CNAME:digitalhome.tesla.com.akadns.net"
origin-wwwcdn-new.tesla.com,,199.66.11.55,,,0,,N/A,,,,A:199.66.11.55
origin-wwwcdn.tesla.com,cdn-akamai,199.66.11.55,,,0,,N/A,,,,"A:199.66.11.55, CNAME:digitalhome.tesla.com.akadns.net"
ownership.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:ownership.tesla.com.edgekey.net"
oxp-charging-guest-web.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
pages.email.tesla.com,,136.147.129.25,,"80, 443",403,403 - Forbidden: Access is denied.,N/A,,,,"A:136.147.129.25, CNAME:pages.virt.s7.exacttarget.com"
pages.emails.tesla.com,,13.111.18.25,,"80, 443",403,403 - Forbidden: Access is denied.,N/A,,,,"A:13.111.18.25, CNAME:pages.virt.s10.exacttarget.com"
partnerleadsharing.tesla.com,cdn-akamai,199.120.51.199,,,0,,N/A,,,,"A:199.120.51.199, CNAME:global-static-assets.tesla.com.akadns.net"
partners.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:partners.tesla.com.edgekey.net"
pay.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:static-assets-pay.tesla.com-v1.edgekey.net"
payment-public-gw-stg.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:payment-public-gw-stg.tesla.com.edgekey.net"
payment-public-stg.tesla.com,,209.133.79.91,,,0,,N/A,,,,A:209.133.79.91
pm-bounces.tesla.com,cloud-amazon,"3.142.188.7, 3.20.244.214, 3.22.25.66",,80,200,Postmark — Email delivery for web apps,N/A,,"cpe:/a:f5:nginx:1.25.3
nginx",,"A:3.142.188.7, A:3.20.244.214, A:3.22.25.66, CNAME:pm.mtasv.net, MX:p-pm-bounce-smtp01a-aws-useast2a.mtasv.net, MX:p-pm-bounce-smtp01c-aws-useast2c.mtasv.net, TXT:spf.mtasv.net"
powerhub.energy.tesla.com,cdn-akamai,"23.206.94.101, 23.49.27.150",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:23.206.94.101, CNAME:powerhub.sn.tesla.services"
profile-stg.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
profile.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:profile.tesla.com.edgekey.net"
ptr1.tesla.com,,117.50.35.199,,,0,,N/A,,,,A:117.50.35.199
ptr2.tesla.com,,117.50.14.178,,,0,,N/A,,,,A:117.50.14.178
pub.email.tesla.com,,136.147.129.35,,"80, 443",404,404 - File or directory not found.,N/A,,,,"A:136.147.129.35, CNAME:pub.s7.exacttarget.com"
qa.tesla.com,,,,,0,,N/A,,,,
quality-uat.de.tesla.com,cdn-akamai,"23.218.68.212, 2a02:26f0:c900:781::b12, 2a02:26f0:c900:79c::b12",,"80, 443",302 -> https://quality-uat.de.tesla.com/,302 Found,LOW,http://quality-uat.de.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [HEAD (302/502 HTTP Code)]:LOW,nginx,,"A:23.218.68.212, AAAA:2a02:26f0:c900:781::b12, AAAA:2a02:26f0:c900:79c::b12, CNAME:quality-uat.de.tesla.com.edgekey.net"
quality.de.tesla.com,cdn-akamai,"23.218.68.212, 2a02:26f0:6d00:5a2::b12, 2a02:26f0:6d00:5a5::b12",,"80, 443",302 -> https://quality.de.tesla.com/,302 Found,N/A,,nginx,,"A:23.218.68.212, AAAA:2a02:26f0:6d00:5a2::b12, AAAA:2a02:26f0:6d00:5a5::b12, CNAME:quality.de.tesla.com.edgekey.net"
ranger-api.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://ranger-api.tesla.com/,Internal Server Error,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
ranger.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:ranger.tesla.com.edgekey.net"
reassignment-ui.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, CNAME:external-na-pop1.edgekey.net"
recycling-stg.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:594::700, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:594::700, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
recycling.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:594::700, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:594::700, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
referral.tesla.com,,,,,0,,N/A,,,,"NS:edns69.ultradns.biz, NS:edns69.ultradns.com, NS:edns69.ultradns.net, NS:edns69.ultradns.org, SOA:edns69.ultradns.com, TXT:72.10.32.90, TXT:spf.protection.outlook.com"
repair-eu.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-eu-pop.edgekey.net"
repair.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, CNAME:repair.tesla.com.edgekey.net"
reply.tesla.com,,,,,0,,N/A,,,,MX:mx.sendgrid.net
roadside.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
roadsideinvoice.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://roadsideinvoice.tesla.com/,,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
robotics-api.eng.vn.cloud.tesla.com,cloud-amazon,44.226.159.54,,443,400,400 No required SSL certificate was sent,N/A,,,,"A:44.226.159.54, CNAME:npuv-eng.usw2.vn.cloud.tesla.com"
s1._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:s1.domainkey.u14585508.wl009.sendgrid.net
s2._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:s2.domainkey.u14585508.wl009.sendgrid.net
sales-prd.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
sc-cppm.tesla.com,cdn-akamai,"35.160.144.101, 35.162.183.1",,2083,0,,N/A,,,,"A:35.160.144.101, A:35.162.183.1, CNAME:sc-cppm.tesla.com.akadns.net"
schedule.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:schedule.tesla.com.edgekey.net"
secure-static-assets.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:c900:3a7::700, 2a02:26f0:c900:3b6::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:c900:3a7::700, AAAA:2a02:26f0:c900:3b6::700, CNAME:secure-static-assets.tesla.com.edgekey.net"
secureguest.tesla.com,,209.133.79.94,,,0,,N/A,,,,A:209.133.79.94
secureguestcn.tesla.com,,211.147.80.227,,,0,,N/A,,,,A:211.147.80.227
secureguesteu.tesla.com,,213.19.141.36,,,0,,N/A,,,,A:213.19.141.36
sentry.app.tesla.com,,,,,0,,N/A,,,,"NS:a1-12.akam.net, NS:a10-67.akam.net, NS:a12-64.akam.net, NS:a28-65.akam.net, NS:a7-66.akam.net, NS:a9-67.akam.net, NS:edns69.ultradns.biz, NS:edns69.ultradns.com, NS:edns69.ultradns.net, NS:edns69.ultradns.org, SOA:edns69.ultradns.com"
service.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:173.223.116.49, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:service.tesla.com.edgekey.net"
serviceapi-stg.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://serviceapi-stg.tesla.com/,Internal Server Error,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:serviceapi-stg.tesla.com.edgekey.net"
serviceapi.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://serviceapi.tesla.com/,Internal Server Error,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:serviceapi.tesla.com-v1.edgekey.net"
serviceapp.tesla.com,cdn-akamai,"104.80.228.71, 173.223.116.62, 2a02:26f0:6d00:2a0::b37, 2a02:26f0:6d00:2b8::b37",,"80, 443",302 -> https://ztawebapps.teslamotors.com/route?BubbleRequest=3WdvUS62LGSOil1b0%2F4nsEW44k8gNW5PNthWNCvvtH93%2BCfdlRcXZSXzx4ZmJUVkgxMwzaxPGasqc66svvN2jlFno5rfclIjX9grCfJVUEK%2BvcwZw%2FuWxuLI9nUwp4NTEnN1S%2B8vyXIr2nBsfQO9v3zOE4Uq1BMIoJ%2FCpwpPFpB0DLF4IUd4Owxxyvk%2FlLWXNh0a%2BwjeIuP3vZx5jbOCiEagHv7ELMGVhaV1Tib8bJduacPmJ1lZtC9vhrg41fA5j748rWD3VPHDf%2FYMdEnWnMZ3Si60hBz3aHZeMomlX%2B0B8LtO5ZHnyfZ5rnq3zuhiBcdLJuHIiMeVxYrAlbJBPgggNzkq5OdgYIOoM5bUInTWs48HCkXOXUhYASyW%2B8GtsqgbIu4QoETbqzLgT08VpYIwXOcM8%2FFuf3wPZng24dz1Cpxh%2BsVWDPiq75Oxc6Wl,302 Found,N/A,,nginx,,"A:173.223.116.62, AAAA:2a02:26f0:6d00:2a0::b37, AAAA:2a02:26f0:6d00:2b8::b37, CNAME:serviceapp.tesla.com.edgekey.net"
ses.tesla.com,,,,,0,,N/A,,,,"MX:feedback-smtp.us-west-2.amazonses.com, NS:edns69.ultradns.biz, NS:edns69.ultradns.com, NS:edns69.ultradns.net, NS:edns69.ultradns.org, SOA:edns69.ultradns.com, TXT:amazonses.com"
share.tesla.com,cdn-akamai,209.133.79.61,,,0,,N/A,,,,"A:209.133.79.61, CNAME:group301.tesla.com.akadns.net"
shop-stage.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:shop-stage.tesla.com.edgekey.net"
shop.eu.tesla.com,,205.234.27.221,,,0,,N/A,,,,A:205.234.27.221
shop.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,,0,,N/A,,,,"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:shop.tesla.com.edgekey.net"
signaling-robotics.eng.vn.cloud.tesla.com,cloud-amazon,54.147.177.255,,443,404,404 Not Found,N/A,,,,"A:54.147.177.255, CNAME:npuaph-eng-a-815f670a03e936ab.elb.us-east-1.amazonaws.com"
simpleorigin.tesla.com,,199.66.9.44,,80,302 -> https://simpleorigin.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.44
sin05-gpgw1.tesla.com,,199.120.53.30,,443,404,Document Error: Not Found,N/A,,,generic detection,A:199.120.53.30
sip.tesla.com,,,,,0,,N/A,,,,CNAME:sipdir.online.lync.com
sjc36-gpgw1.tesla.com,,199.120.49.30,,443,404,Document Error: Not Found,N/A,,,generic detection,A:199.120.49.30
solarbonds.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:solarbonds.tesla.com.edgekey.net"
sso-dev-origin.tesla.com,,209.133.79.66,,,0,,N/A,,,,A:209.133.79.66
sso-dev.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,LOW,"https://sso-dev.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [GET (403/404 HTTP Code),OPTIONS (503/403 HTTP Code)]:LOW
http://sso-dev.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [POST (403/301 HTTP Code),OPTIONS (301/403 HTTP Code),HEAD (301/403 HTTP Code)]:LOW",,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:sso-dev.edgekey.net"
sso.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",200,Error,LOW,"http://sso.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [OPTIONS (301/403 HTTP Code)]:LOW
https://sso.tesla.com/adfs/ls/:Ajaxpro Detected (Version Unconfirmed) Trigger: [https://sso.tesla.com/adfs/ls/ajaxpro/whatever.ashx]
https://sso.tesla.com/adfs/ls/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [POST (403/200 HTTP Code),OPTIONS (503/403 HTTP Code)]:LOW
https://sso.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [GET (403/404 HTTP Code),POST (404/403 HTTP Code),OPTIONS (503/403 HTTP Code),HEAD (403/503 HTTP Code)]:LOW","akamai
microsoft httpapi",Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:tslaso.edgekey.net"
sspr.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:sspr.tesla.com.edgekey.net"
stage-traffic-flow-test.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Error,N/A,,varnish,CacheWall (Varnish),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:stage-traffic-flow-test.tesla.com.edgekey.net"
stage-uat-dev.tesla.com,,199.66.9.47,,80,302 -> https://stage-uat-dev.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.47
stage-uat-integration.tesla.com,,199.66.9.47,,80,302 -> https://stage-uat-integration.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.47
stage-uat-qa.tesla.com,,199.66.9.47,,80,302 -> https://stage-uat-qa.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.47
stage-uat.tesla.com,,199.66.9.47,,80,302 -> https://stage-uat.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.47
static-assets-contactus-comm-preferences.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, CNAME:static-assets-contactus-comm-preferences.tesla.com.edgekey.net"
static-assets-pay.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:static-assets-pay.tesla.com-v1.edgekey.net"
static-assets-profile-settings.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
static-assets-teslaaccount.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
static-assets.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:static-assets.tesla.com.edgekey.net"
static-map.tesla.com,cdn-akamai,"104.80.228.227, 2.17.212.94, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:2.17.212.94, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:static-map-626194.edgekey.net"
static.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:static.tesla.com.edgekey.net"
staticpay-origin-wwwcdn.tesla.com,,209.133.79.52,,,0,,N/A,,,,A:209.133.79.52
stg-uc-twilio-bpm-webhook.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://stg-uc-twilio-bpm-webhook.tesla.com/,Internal Server Error,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
suppliers-stg.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:c900:3a7::700, 2a02:26f0:c900:3b6::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:173.223.116.49, AAAA:2a02:26f0:c900:3a7::700, AAAA:2a02:26f0:c900:3b6::700, CNAME:external-na-pop1.edgekey.net"
suppliers.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:suppliers.tesla.com.edgekey.net"
surveys.tesla.com,,,,,0,,N/A,,,,"TXT:_spf.qualtrics.com, TXT:_spfsn.teslamotors.com, TXT:mail.zendesk.com, TXT:spf.protection.outlook.com, TXT:u13494342.wl093.sendgrid.net"
